px	py	v	yaw_angle	yaw_rate	px_measured	py_measured	px_true	py_true	vx_true	vy_true	NIS
8.74739	-7.45974	-2.80576	2.16983	0.105663	8.76035	-7.57239	8.7	-7.5	1.00058	-3.00174	0.455744	R
8.80322	-7.59928	-2.81484	2.1471	0.0720116	8.76121	-7.66039	8.75	-7.65	1.00057	-3.00171	0.35397	L
8.84141	-7.71843	-2.76212	2.10708	-0.0027598	8.81118	-7.75569	8.8	-7.75	0.999844	-1.99968	5.04667	R
8.8957	-7.84294	-2.75938	2.09297	-0.0196269	8.84363	-7.83628	8.85	-7.85	0.999844	-1.99968	0.157271	L
9.02069	-7.96459	-2.83648	2.15686	0.0941345	9.07758	-8.1058	8.95	-8	2.00017	-3.00024	10.0573	R
9.08084	-8.10252	-2.84555	2.13916	0.0674046	9.05238	-8.15838	9.05	-8.15	2.00014	-3.00021	0.248484	L
9.12186	-8.22136	-2.79646	2.10381	0.00126259	9.05557	-8.22632	9.1	-8.25	0.998905	-1.99781	4.18085	R
9.18264	-8.34705	-2.79657	2.09428	-0.0102529	9.15492	-8.35136	9.15	-8.35	0.998886	-1.99779	0.0482918	L
9.24736	-8.48307	-2.78207	2.07753	-0.0382093	9.30408	-8.57245	9.2	-8.5	0.908863	-2.72657	0.727863	R
9.30171	-8.62891	-2.78405	2.0561	-0.0612845	9.2543	-8.64461	9.25	-8.65	0.908855	-2.72655	0.16035	L
9.35106	-8.76335	-2.76434	2.03237	-0.0931366	9.15971	-8.67035	9.3	-8.8	0.909475	-2.72841	0.892353	R
9.39588	-8.91659	-2.77039	2.0039	-0.120667	9.35164	-8.95148	9.35	-8.95	0.909466	-2.72839	0.211857	L
9.48152	-9.04514	-2.8067	2.03113	-0.0613913	9.47941	-9.179	9.4	-9.1	0.999765	-2.99935	2.20191	R
9.51133	-9.19437	-2.81524	1.99534	-0.0996835	9.44272	-9.24111	9.45	-9.25	0.999774	-2.99934	0.453484	L
9.5258	-9.33941	-2.76485	1.92931	-0.204006	9.53008	-9.38561	9.5	-9.35	0.908962	-1.81792	5.55127	R
9.5814	-9.47278	-2.75788	1.92391	-0.197488	9.5752	-9.43724	9.55	-9.45	0.908954	-1.8179	0.0706233	L
9.62518	-9.6151	-2.75173	1.90418	-0.212343	9.60163	-9.60777	9.6	-9.6	0.909988	-2.72996	0.081814	R
9.66193	-9.7612	-2.75108	1.88276	-0.223822	9.62903	-9.75552	9.65	-9.75	0.909971	-2.72993	0.0654879	L
9.72048	-9.90417	-2.76301	1.8883	-0.192294	9.69155	-9.89958	9.7	-9.9	0.907972	-2.7239	0.389651	R
9.76119	-10.0498	-2.76265	1.87303	-0.197774	9.74482	-10.046	9.75	-10.05	0.907972	-2.72391	0.0164238	L
9.76559	-10.1934	-2.72918	1.81374	-0.280961	9.69256	-10.1336	9.75	-10.2	0	-2.73106	2.47752	R
9.78652	-10.3445	-2.73138	1.78628	-0.29485	9.75264	-10.3488	9.75	-10.35	0	-2.73105	0.0736453	L
9.8659	-10.4764	-2.7688	1.84097	-0.172474	9.82419	-10.5024	9.8	-10.5	1	-2.99999	4.47963	R
9.8805	-10.6226	-2.77714	1.81271	-0.194618	9.83234	-10.6514	9.85	-10.65	0.999994	-2.99996	0.202814	L
9.9036	-10.757	-2.77218	1.79285	-0.210742	9.825	-10.7525	9.85	-10.8	0	-3.00047	0.112897	R
9.9065	-10.9103	-2.78581	1.7575	-0.238714	9.85033	-10.9603	9.85	-10.95	0	-3.00048	0.359162	L
9.86124	-11.0489	-2.73984	1.64762	-0.412378	9.91881	-11.1448	9.85	-11.05	0	-1.9956	9.45035	R
9.87013	-11.1799	-2.73421	1.62809	-0.411469	9.86057	-11.1502	9.85	-11.15	0	-1.99559	0.0505441	L
9.86477	-11.328	-2.72784	1.58991	-0.43826	9.83851	-11.2795	9.85	-11.3	0	-2.73184	0.184368	R
9.86034	-11.474	-2.72412	1.56224	-0.442736	9.83839	-11.4483	9.85	-11.45	0	-2.73182	0.05963	L
9.846	-11.609	-2.71989	1.52553	-0.467142	9.79654	-11.5922	9.8	-11.6	-0.998566	-2.9957	0.139658	R
9.81692	-11.7497	-2.72513	1.4854	-0.485444	9.75592	-11.7487	9.75	-11.75	-0.998566	-2.99569	0.222694	L
9.81988	-11.9002	-2.73198	1.48489	-0.438595	9.77699	-11.9246	9.75	-11.9	0	-2.73084	0.488114	R
9.79319	-12.0513	-2.73508	1.45168	-0.448405	9.75861	-12.0491	9.75	-12.05	0	-2.73085	0.0714426	L
9.70715	-12.1908	-2.7145	1.33533	-0.609352	9.63743	-12.1863	9.65	-12.2	-1.81598	-2.72396	5.32242	R
9.64254	-12.341	-2.72444	1.28139	-0.630764	9.56514	-12.3446	9.55	-12.35	-1.81597	-2.72396	0.361666	L
9.4872	-12.4659	-2.71125	1.08863	-0.91148	9.47157	-12.4849	9.45	-12.45	-1.82132	-1.82133	13.4094	R
9.39995	-12.5893	-2.70846	1.02706	-0.924545	9.34752	-12.5408	9.35	-12.55	-1.82131	-1.82131	0.275137	L
9.3162	-12.7137	-2.70903	0.97069	-0.934433	9.32154	-12.7193	9.3	-12.65	-0.908038	-1.81606	0.0156864	R
9.23376	-12.8198	-2.69279	0.919494	-0.937555	9.24151	-12.7411	9.25	-12.75	-0.908029	-1.81605	0.330146	L
9.03615	-12.8904	-2.70505	0.701241	-1.24037	9.04013	-12.7738	9.05	-12.85	-3.64007	-1.82004	14.706	R
8.90267	-12.9769	-2.70862	0.621071	-1.25194	8.83995	-12.9425	8.85	-12.95	-3.64007	-1.82003	0.282443	L
8.76305	-13.0378	-2.72061	0.512698	-1.33521	8.73518	-13.0163	8.75	-13	-1.9959	-0.997948	1.12537	R
8.64221	-13.0902	-2.71178	0.441482	-1.34215	8.6395	-13.0341	8.65	-13.05	-1.9959	-0.997948	0.166001	L
8.48951	-13.1341	-2.71993	0.33644	-1.39934	8.48414	-13.0416	8.5	-13.1	-2.73149	-0.910502	0.637826	R
8.34638	-13.1725	-2.71638	0.256555	-1.40358	8.34268	-13.1451	8.35	-13.15	-2.73146	-0.910485	0.0405658	L
8.21487	-13.22	-2.70167	0.21336	-1.33836	8.19497	-13.1991	8.2	-13.2	-2.72385	-0.907955	0.8756	R
8.06747	-13.2444	-2.70171	0.138271	-1.33976	8.06107	-13.2364	8.05	-13.25	-2.72383	-0.907947	0.00562385	L
7.9144	-13.2495	-2.70642	0.0497114	-1.36615	7.88931	-13.1791	7.9	-13.25	-2.72673	0	0.187574	R
7.76431	-13.2498	-2.70714	-0.0267603	-1.36728	7.75593	-13.2425	7.75	-13.25	-2.72673	0	0.00655604	L
7.61458	-13.238	-2.70539	-0.10123	-1.3624	7.52542	-13.1457	7.6	-13.25	-2.72991	0	0.199417	R
7.46444	-13.2208	-2.70993	-0.17411	-1.35886	7.44992	-13.2329	7.45	-13.25	-2.72991	0	0.0197535	L
7.30206	-13.1453	-2.75558	-0.319186	-1.4915	7.19347	-13.1392	7.25	-13.2	-3.63887	0.909723	4.73715	R
7.14056	-13.109	-2.78027	-0.388499	-1.47014	7.05468	-13.1604	7.05	-13.15	-3.63887	0.909723	0.560634	L
7.0153	-13.1026	-2.70616	-0.381675	-1.30325	6.90569	-13.1515	6.9	-13.15	-2.72312	0	9.8015	R
6.84924	-13.0683	-2.73916	-0.429961	-1.2671	6.73255	-13.1364	6.75	-13.15	-2.72312	0	1.04594	L
6.73002	-13.0697	-2.68547	-0.411774	-1.12233	6.69426	-13.3705	6.6	-13.15	-3.00475	0	6.79427	R
6.56891	-13.0494	-2.72506	-0.432072	-1.07152	6.42749	-13.1436	6.45	-13.15	-3.00472	0	1.68836	L
6.44397	-13.025	-2.70017	-0.439786	-0.991584	6.4246	-13.2048	6.35	-13.1	-1.9976	0.998786	1.91612	R
6.3043	-12.9874	-2.71649	-0.467843	-0.963741	6.2503	-13.0552	6.25	-13.05	-1.99758	0.998786	0.448353	L
6.16931	-12.9446	-2.70029	-0.488173	-0.910051	6.162	-13.1569	6.1	-13	-2.72732	0.909111	1.11137	R
6.01813	-12.8917	-2.71833	-0.51733	-0.883282	5.95166	-12.9396	5.95	-12.95	-2.72732	0.909111	0.405669	L
5.88409	-12.8338	-2.70644	-0.540099	-0.838403	5.78184	-12.8825	5.8	-12.9	-2.72895	0.909657	0.607127	R
5.72927	-12.7803	-2.72799	-0.558188	-0.803695	5.64785	-12.8416	5.65	-12.85	-2.72896	0.909648	0.637465	L
5.60402	-12.6902	-2.74185	-0.616694	-0.832402	5.54035	-12.7925	5.55	-12.75	-1.81808	1.81809	0.476253	R
5.46951	-12.615	-2.74991	-0.647497	-0.814531	5.43842	-12.6552	5.45	-12.65	-1.81809	1.81809	0.159592	L
5.35275	-12.5086	-2.76909	-0.71254	-0.853316	5.33087	-12.5965	5.3	-12.55	-2.7236	1.81575	0.793504	R
5.20888	-12.425	-2.79034	-0.734053	-0.821653	5.12059	-12.4527	5.15	-12.45	-2.72358	1.81572	0.525547	L
5.0942	-12.344	-2.77045	-0.755411	-0.785044	5.13793	-12.5907	5.05	-12.35	-1.81967	1.81966	1.11185	R
4.97865	-12.2384	-2.77686	-0.794537	-0.779596	4.95241	-12.2277	4.95	-12.25	-1.81967	1.81967	0.0440011	L
4.87653	-12.1012	-2.81801	-0.871305	-0.841222	4.81467	-12.1072	4.85	-12.1	-1.81844	2.72766	2.3724	R
4.77463	-11.9784	-2.82409	-0.916197	-0.838816	4.75144	-11.9561	4.75	-11.95	-1.81844	2.72767	0.0539108	L
4.68597	-11.8737	-2.7744	-0.937377	-0.790078	4.6829	-11.7433	4.7	-11.85	-0.909557	1.8191	3.58716	R
4.61952	-11.743	-2.76241	-0.99686	-0.81076	4.67603	-11.7496	4.65	-11.75	-0.909553	1.81911	0.194161	L
4.54349	-11.6149	-2.75912	-1.04315	-0.813115	4.61619	-11.6508	4.6	-11.6	-0.907782	2.72335	0.063104	R
4.49418	-11.4691	-2.75236	-1.11066	-0.841373	4.5432	-11.4431	4.55	-11.45	-0.907778	2.72334	0.204645	L
4.41275	-11.298	-2.84947	-1.17083	-0.86587	4.48104	-11.1618	4.5	-11.25	-0.910253	3.64099	9.84627	R
4.38865	-11.1308	-2.84784	-1.25246	-0.907542	4.44374	-11.0696	4.45	-11.05	-0.910253	3.64099	0.443333	L
4.40868	-10.9964	-2.73268	-1.35076	-0.979752	4.46178	-10.9843	4.45	-10.95	0	1.81804	13.9542	R
4.39907	-10.8475	-2.72565	-1.4203	-1.00007	4.4464	-10.8663	4.45	-10.85	0	1.81805	0.153458	L
4.45397	-10.7169	-2.63824	-1.54611	-1.11506	4.60972	-11.1274	4.45	-10.75	0	1.81614	9.08244	R
4.44611	-10.5833	-2.63051	-1.5972	-1.10404	4.43858	-10.6346	4.45	-10.65	0	1.81614	0.147072	L
4.36332	-10.4385	-2.68969	-1.54666	-0.925076	4.43099	-10.4242	4.45	-10.45	0	3.6396	8.26514	R
4.38979	-10.2804	-2.69684	-1.62153	-0.952453	4.44616	-10.2449	4.45	-10.25	0	3.6396	0.280241	L
4.42336	-10.1331	-2.68945	-1.69854	-0.989363	4.52156	-10.1192	4.5	-10.1	0.910021	2.73005	0.333144	R
4.47793	-9.97727	-2.70006	-1.78083	-1.02067	4.55225	-9.94382	4.55	-9.95	0.910013	2.73003	0.415694	L
4.47949	-9.83859	-2.71585	-1.789	-0.946278	4.5897	-9.73456	4.6	-9.8	0.999085	2.99725	1.38105	R
4.54825	-9.69588	-2.73216	-1.86629	-0.977957	4.64586	-9.65356	4.65	-9.65	0.99908	2.99724	0.681414	L
4.64759	-9.55533	-2.73153	-1.99064	-1.09441	4.61159	-9.38621	4.7	-9.55	0.910095	1.82021	2.66994	R
4.71987	-9.42533	-2.72864	-2.05678	-1.10188	4.7442	-9.45683	4.75	-9.45	0.910091	1.82018	0.0844879	L
4.75568	-9.29774	-2.72891	-2.06566	-1.02201	4.80746	-9.23434	4.85	-9.3	1.99828	2.99743	1.01734	R
4.84974	-9.17563	-2.74318	-2.13508	-1.03869	4.94202	-9.15915	4.95	-9.15	1.99826	2.99739	0.501139	L
4.87599	-9.0309	-2.73568	-2.1002	-0.874675	5.03379	-9.03255	5	-9	0.908384	2.72514	4.73359	R
4.97719	-8.89385	-2.75596	-2.16076	-0.883368	5.06039	-8.84271	5.05	-8.85	0.908384	2.72514	0.527059	L
5.09287	-8.78147	-2.76099	-2.24751	-0.947331	5.21058	-8.83852	5.15	-8.75	1.81679	1.8168	0.819075	R
5.20588	-8.66412	-2.77152	-2.3083	-0.954196	5.26598	-8.6555	5.25	-8.65	1.81679	1.8168	0.204435	L
5.27041	-8.53229	-2.75954	-2.29225	-0.827567	5.33786	-8.49992	5.35	-8.5	1.82017	2.73024	2.65806	R
5.38471	-8.41199	-2.77584	-2.34084	-0.827223	5.43516	-8.36367	5.45	-8.35	1.82015	2.73022	0.26279	L
5.48617	-8.29755	-2.77557	-2.36846	-0.790901	5.58025	-8.28767	5.55	-8.25	1.81852	1.81852	0.338796	R
5.60745	-8.18948	-2.78657	-2.41519	-0.791931	5.65225	-8.1686	5.65	-8.15	1.8185	1.8185	0.132202	L
5.71839	-8.08543	-2.78363	-2.44224	-0.756309	5.83663	-8.14888	5.75	-8.05	1.81752	1.81753	0.455977	R
5.83299	-7.9831	-2.7855	-2.47898	-0.75096	5.81186	-7.95139	5.85	-7.95	1.81752	1.81752	0.0777294	L
5.93644	-7.87699	-2.77501	-2.48177	-0.674214	5.99151	-7.92468	5.95	-7.85	1.8194	1.8194	1.13571	R
6.05646	-7.77952	-2.77845	-2.51494	-0.669591	6.04627	-7.74932	6.05	-7.75	1.81941	1.8194	0.0546591	L
6.12254	-7.63396	-2.75245	-2.4335	-0.441437	6.05883	-7.47931	6.15	-7.6	1.81742	2.72613	9.32027	R
6.24279	-7.51897	-2.77007	-2.4503	-0.430837	6.26179	-7.43797	6.25	-7.45	1.8174	2.72611	0.376328	L
6.37517	-7.43197	-2.77998	-2.50285	-0.491122	6.3458	-7.29797	6.4	-7.35	2.7248	1.81653	0.949207	R
6.50829	-7.32412	-2.80203	-2.52381	-0.481882	6.55234	-7.24441	6.55	-7.25	2.72477	1.81651	0.452124	L
6.63754	-7.23689	-2.80573	-2.5558	-0.49451	6.61964	-7.17343	6.65	-7.2	1.81957	0.909789	0.0885478	R
6.76343	-7.15357	-2.80253	-2.58182	-0.493718	6.74556	-7.15305	6.75	-7.15	1.81957	0.909785	0.0169645	L
6.89324	-7.06965	-2.8029	-2.60277	-0.481425	6.91901	-7.04822	6.9	-7.05	2.72946	1.81964	0.0388522	R
7.03341	-6.98196	-2.81681	-2.62571	-0.476045	7.06886	-6.94012	7.05	-6.95	2.72946	1.81964	0.164588	L
7.13068	-6.86272	-2.79264	-2.56487	-0.303826	7.12574	-6.81829	7.15	-6.85	1.81554	1.81554	5.55563	R
7.25916	-6.77176	-2.79731	-2.57669	-0.298125	7.25262	-6.73852	7.25	-6.75	1.81554	1.81554	0.0635035	L
7.35933	-6.65446	-2.78155	-2.52485	-0.164104	7.30586	-6.61905	7.35	-6.65	1.82007	1.82007	3.31162	R
7.48014	-6.56114	-2.78153	-2.52954	-0.159535	7.45762	-6.53827	7.45	-6.55	1.82005	1.82005	0.0554801	L
7.63203	-6.50843	-2.79308	-2.60593	-0.295058	7.59546	-6.48319	7.6	-6.5	2.72628	0.908764	3.41609	R
7.76103	-6.43503	-2.78729	-2.62333	-0.296696	7.74315	-6.44913	7.75	-6.45	2.72628	0.908764	0.0282151	L
7.88057	-6.34934	-2.77532	-2.61254	-0.241561	7.8486	-6.40709	7.85	-6.4	1.81656	0.908285	0.688943	R
8.0037	-6.28799	-2.75745	-2.6319	-0.249287	7.9584	-6.34152	7.95	-6.35	1.81656	0.908281	0.271747	L
8.12621	-6.20851	-2.74899	-2.62969	-0.217993	8.05398	-6.23227	8.1	-6.25	2.73006	1.82003	0.268722	R
8.25632	-6.13829	-2.7456	-2.64293	-0.219572	8.24773	-6.1485	8.25	-6.15	2.73005	1.82003	0.00985919	L
8.38907	-6.06525	-2.74807	-2.65771	-0.228233	8.32369	-5.98136	8.4	-6.05	2.72692	1.81795	0.160116	R
8.5278	-5.9834	-2.76024	-2.66399	-0.22064	8.55156	-5.93992	8.55	-5.95	2.7269	1.81794	0.138264	L
8.63415	-5.87676	-2.7403	-2.60583	-0.083327	8.63806	-5.84559	8.65	-5.85	1.81844	1.81844	3.78403	R
8.76249	-5.78964	-2.74571	-2.60361	-0.0756008	8.7543	-5.75242	8.75	-5.75	1.81843	1.81843	0.0824518	L
8.90112	-5.71873	-2.75272	-2.62062	-0.0995093	9.00947	-5.71389	8.9	-5.65	2.72464	1.81643	0.235665	R
9.03743	-5.6205	-2.77162	-2.61312	-0.0846169	9.06113	-5.54128	9.05	-5.55	2.72465	1.81643	0.391078	L
9.14581	-5.51062	-2.75933	-2.5595	0.0266816	9.13937	-5.44533	9.15	-5.45	1.81916	1.81918	2.36355	R
9.26837	-5.40644	-2.76873	-2.54424	0.0419746	9.24452	-5.3352	9.25	-5.35	1.81916	1.81916	0.320729	L
9.3858	-5.31296	-2.76517	-2.5309	0.0599215	9.26221	-5.25032	9.35	-5.3	1.81895	0.909466	0.26441	R
9.49861	-5.23331	-2.74998	-2.52887	0.0584385	9.43645	-5.25801	9.45	-5.25	1.81894	0.90947	0.238197	L
9.58874	-5.10484	-2.73229	-2.43978	0.229316	9.71784	-5.19928	9.55	-5.1	1.81986	2.72981	6.15074	R
9.6944	-4.9951	-2.73323	-2.41738	0.239916	9.64908	-4.9531	9.65	-4.95	1.81987	2.72981	0.208766	L
9.79295	-4.88121	-2.72922	-2.38125	0.280788	9.67182	-4.82288	9.75	-4.85	1.81736	1.81735	0.463371	R
9.89544	-4.77036	-2.72941	-2.36019	0.286807	9.86682	-4.74721	9.85	-4.75	1.81736	1.81735	0.0737345	L
9.99279	-4.65632	-2.72711	-2.32949	0.314565	9.94653	-4.64316	9.95	-4.65	1.81806	1.81805	0.154141	R
10.091	-4.5459	-2.72463	-2.31029	0.316717	10.0706	-4.54316	10.05	-4.55	1.81805	1.81805	0.0223385	L
10.2472	-4.48632	-2.73696	-2.40215	0.108905	10.4074	-4.52899	10.2	-4.45	2.72609	1.8174	7.75436	R
10.3554	-4.37731	-2.74065	-2.39137	0.113787	10.3431	-4.35107	10.35	-4.35	2.72606	1.81737	0.0472292	L
10.3921	-4.21344	-2.71199	-2.2437	0.388633	10.3837	-4.17982	10.4	-4.2	0.908945	2.72688	14.6779	R
10.4794	-4.09035	-2.71327	-2.21767	0.393553	10.4578	-4.07071	10.45	-4.05	0.908953	2.72687	0.0468248	L
10.593	-3.99242	-2.716	-2.24942	0.288266	10.5531	-3.94939	10.55	-3.95	1.81903	1.81904	2.01064	R
10.6785	-3.868	-2.71713	-2.22675	0.295432	10.6424	-3.84126	10.65	-3.85	1.81902	1.81903	0.110245	L
10.7661	-3.74628	-2.71832	-2.21326	0.284455	10.6157	-3.63689	10.75	-3.7	1.81931	2.72896	0.441232	R
10.8541	-3.60779	-2.7341	-2.18898	0.292775	10.8572	-3.53957	10.85	-3.55	1.81931	2.72896	0.262995	L
10.9004	-3.47058	-2.73187	-2.118	0.398299	10.8149	-3.35552	10.9	-3.4	0.999745	2.99928	2.12731	R
10.9641	-3.33143	-2.74753	-2.08559	0.410491	10.9372	-3.24816	10.95	-3.25	0.999754	2.99928	0.428949	L
11.0765	-3.22508	-2.74958	-2.1446	0.245543	10.9078	-3.10703	11.05	-3.15	1.81764	1.81765	5.64387	R
11.1536	-3.08915	-2.75495	-2.12561	0.250941	11.135	-3.05697	11.15	-3.05	1.81763	1.81764	0.0769011	L
11.1987	-2.93974	-2.75061	-2.05532	0.359131	11.1507	-2.87978	11.2	-2.9	0.909657	2.72896	2.17727	R
11.2652	-2.79267	-2.76143	-2.02933	0.365117	11.2571	-2.74346	11.25	-2.75	0.909648	2.72893	0.139521	L
11.1986	-2.59681	-2.75592	-1.78717	0.804829	11.2614	-2.58697	11.2	-2.6	-0.998725	2.99617	35.5835	R
11.2117	-2.45918	-2.75111	-1.73864	0.813749	11.1393	-2.45312	11.15	-2.45	-0.998725	2.99616	0.279049	L
11.2727	-2.33148	-2.7368	-1.76566	0.672602	11.2346	-2.28949	11.2	-2.3	0.908813	2.72643	3.63038	R
11.2891	-2.17956	-2.73639	-1.72184	0.679734	11.239	-2.16508	11.25	-2.15	0.908805	2.7264	0.145696	L
11.3411	-2.04251	-2.72807	-1.74559	0.555147	11.1623	-1.9797	11.3	-2	0.909855	2.72956	3.41958	R
11.3609	-1.88649	-2.73534	-1.71097	0.558443	11.3424	-1.85113	11.35	-1.85	0.909847	2.72953	0.0870428	L
